id,label,reason,retried
T122,externally-directed,"규정 본문이 민간기업·공공기관·관계 행정기관 등 외부 기관에 소속 임직원의 파견·겸임 요청(제5조 제1항)을 명시하고 있으며, 공무원 개인의 파견·복귀 절차와 인사상 우대·불이익 관련 규정(제5조 제2·3항) 등 외부 행위자 및 개인의 법적 지위에 영향을 미치는 조항을 포함하고 있다.",False
T123,externally-directed,"규정은 관계 행정기관·공공기관·민간단체·기업 등에 소속 임직원의 파견·겸임 요청(제5조)을 명시하고, 직원 구성에 대해 외부 기관과 민간기업에서 파견된 자를 포함하도록 규정(제4조④)하는 등 행정조직 외부의 주체들에 대한 권리·의무를 설정하므로 외부 지향적이다.",False
T124,externally-directed,"규정은 공무원 정원 배치, 파견 요청·복귀 절차, 민간기업 등 외부기관의 직원 파견 요청 권한 및 파견 대상(관계행정기관·공공기관·민간단체 및 기업 등)에 대해 직접적인 의무·요건을 설정하므로 외부 행위자에게 효력을 미칩니다.",False
T125,externally-directed,"The document prescribes application, documentation, and fee requirements for issuance/reissuance of a qualification certificate for childcare teachers serving children with disabilities, thereby imposing obligations and entitling private individuals (applicants) outside the issuing administration.",False
T126,externally-directed,"The rule imposes binding installation/reporting requirements and staffing/enrolment standards on universities (private or public) and requires them to report to the Minister of Education, thus directing actors outside the issuing administration.",False
T127,externally-directed,"규정 본문에 참가자·시행기관·인턴기업·중개업체 등 외부 기관과 개인에 대한 선발기준, 의무(보고·수료·환수 등), 권한 및 제재(재정지원금 환수, 참여 제한 등)를 직접 규정하고 있어 외부 행위자를 구속한다.",False
T128,externally-directed,"지침 문언이 지방교육행정기관과 각급학교(각급기관)의 업무 분류·관리, 단위과제 지정·관리 절차 및 각급기관장의 고려사항 등 외부(학교 등) 행위와 의무를 직접 규정하므로 외부지향적이다.",False
T129,externally-directed,"규정 본문이 신고자(개인·단체), 지방교육행정기관의 장, 신고센터 구성원 및 예산성과금 지급 등 외부 행위자(사립·공공 기관 관계자 포함)에 대한 신청·접수·처리 절차, 권리·의무 및 보상(표창·성과금) 기준을 직접 규정하고 있어 행정기관 외부의 행위자들에게 구속력을 가진다.",False
T131,externally-directed,"The rule sets requirements and procedures for contracts, training course standards, and employer-school agreements that bind schools, training institutions, and industry partners (external actors) and requires those entities to enter specified contracts and arrangements.",False
T132,externally-directed,"The rule defines fields and technical areas to set admission quota standards for academic units — these classifications and consequent enrollment criteria bind universities, academic departments, and prospective students outside the issuing administration.",False
T133,externally-directed,"The text prescribes national curriculum requirements, grade/step structure, compulsory subjects, and required class hours and operation rules for literacy programs that education providers must organize and operate, thus directing external institutions and actors (education기관 및 성인 학습자 대상으로 적용).",False
T134,externally-directed,"The text specifies a basic curriculum (education program) for elementary and middle school literacy, which sets binding educational standards for schools and teachers outside the issuing administration.",False
T135,externally-directed,"The text classifies types of school textbooks (국정도서, 검정도서), which by their nature impose categories/standards on educational materials used by schools and publishers outside the issuing administration.",False
T136,externally-directed,"The provision abolishes a regulation that classified school textbooks, which directly affects external actors (schools, publishers, users of 교과용도서) by changing legal status/requirements for 教科用図書.",False
T137,undecidable,Provided text contains only a title and a fragmentary form label without operative provisions or content to determine whether it binds external actors; the attachment or full text is missing.,False
T138,externally-directed,"규칙은 시·도교육청, 평가대상부서(교육부 사업부서), 유관기관 및 위원에게 자료제출·협조 의무를 부과하고 평가결과에 따라 예산 감액·지원중단 등 외부 기관의 권리·의무와 재정적 조치(특별교부금 지원 여부·규모)를 규정하므로 외부 행위자를 직접 규율한다.",False
T139,externally-directed,"본문은 교육훈련기관(민간 교육기관 등)이 보관·관리해야 할 서류 목록과 성적 평점 환산 기준을 직접 규정하여 외부 기관 및 개인(학습자, 교·강사 등)에 의무를 부과하므로 외부 지향적이다.",False
T140,externally-directed,"The rule sets procedures and eligibility/notification content for issuing lifelong education vouchers to applicants (private individuals), thereby creating requirements and entitlements directed at external persons outside the issuing agency.",False
T141,externally-directed,"The provisions set evaluation criteria and a certification form for learning programs and thereby impose standards and recognition requirements on external entities (education providers, institutions, instructors, learners) outside the issuing administration.",False
T143,externally-directed,"The rule prescribes duties and standards for external entities (education training institutions) and obligations toward schools and individual asbestos-safety managers (required education hours, attendance management, reporting to the Minister), thus binding actors outside the issuing administration.",False
T144,externally-directed,규칙은 '학교시설 내진설계 기준'을 규정하여 학교시설(외부 행위자인 학교 또는 시설 설계자·시공자 등)에 대한 설계 기준을 제시하므로 외부 주체에게 요구·기준을 부과한다.,False
T145,externally-directed,"지침 본문이 교직원·학교장 등 학교 내 개인과 학교 기관의 사고 대응 절차, 보고·통지 및 학생·보호자에 대한 조치(병원 이송, 공제급여 신청 안내 등)를 직접 규정하여 행정조직 외의 개인(교직원, 학생, 보호자) 및 학교를 구속하므로 외부 지향적이다.",False
T146,externally-directed,"The rule prescribes detailed criteria for imposing increased fines (과태료의 가중처분) under the Private Academy Act, which directly bind and affect external actors (academies/operators) by creating obligations and sanctions for them.",False
T147,externally-directed,"The rule sets a standard curriculum (표준교육과정) under laws governing credit recognition, which binds or applies to external education institutions and other non‑administrative actors (schools, students, programme providers).",False
T148,externally-directed,"규칙 본문과 적용범위(제5조)는 학력·자격·교육훈련 이수결과의 상호호환 기준을 중앙행정기관이 따라 노력하도록 요구하고, 사업주단체·기업·근로자단체 등 외부 이해관계자를 협의체 구성 대상으로 규정하여 행정 외부의 개인·기관에 영향 및 의무를 부과하거나 지침을 제시하므로 외부 지향적이다.",False
T149,externally-directed,"고시의 본문이 대학의 위치변경 승인·인가 절차, 교사(시설) 기준과 면적 등 입주대학의 설치·운영 요건을 직접 규정하여 외부(대학 등) 행위주체에게 의무와 기준을 부과하고 있으므로 외부 지향적이다.",False
